Fecha,Producto,Monto
2023-01-04,B,not a number
Not a date,A,200
2023-01-04,F,100
2023-01-04,F,100
2023-01-02,,not a number
,E,100
2023-01-03,D,400
2023-01-02,A,500
Not a date,D,300
,F,not a number
Not a date,F,200
,C,200
Not a date,C,500
2023-01-02,,100
,C,100
,C,200
2023-01-04,,500
2023-01-04,B,200
2023-01-01,C,100
Not a date,B,not a number
2023-01-04,B,300
2023-01-01,E,100
2023-01-04,B,not a number
Not a date,B,300
,C,
2023-01-03,B,400
Not a date,D,500
2023-01-02,,not a number
2023-01-04,C,400
2023-01-04,,100
,A,
2023-01-02,C,500
,B,not a number
2023-01-02,D,
2023-01-03,,100
2023-01-04,C,500
2023-01-04,D,500
2023-01-03,,100
2023-01-01,A,100
,F,
2023-01-03,A,
,F,not a number
Not a date,E,500
2023-01-04,F,not a number
,E,
2023-01-02,C,500
,E,not a number
Not a date,D,100
2023-01-04,E,100
2023-01-03,D,200
Not a date,,
2023-01-04,,not a number
,F,200
2023-01-01,F,200
2023-01-01,F,400
2023-01-02,E,500
2023-01-04,F,300
2023-01-01,E,400
2023-01-03,E,
2023-01-04,B,500
2023-01-03,B,300
2023-01-03,E,200
2023-01-01,,300
2023-01-04,D,100
,C,
Not a date,A,100
2023-01-01,B,not a number
2023-01-01,E,500
,A,400
2023-01-04,B,
2023-01-04,C,200
2023-01-03,D,
,E,500
,C,200
2023-01-04,,100
2023-01-03,B,
2023-01-01,E,400
2023-01-02,A,400
Not a date,,100
2023-01-01,,300
2023-01-04,F,400
Not a date,D,300
2023-01-02,,200
2023-01-02,B,400
2023-01-03,D,not a number
Not a date,E,100
2023-01-03,F,
2023-01-01,C,300
,D,not a number
,A,200
,B,200
Not a date,A,400
,D,400
2023-01-01,F,not a number
2023-01-03,C,500
Not a date,C,500
2023-01-03,A,400
Not a date,E,500
2023-01-03,E,100
2023-01-02,F,not a number
2023-01-03,C,100
,A,500
2023-01-02,A,400
2023-01-03,A,100
Not a date,D,200
Not a date,F,
Not a date,E,400
2023-01-04,E,not a number
2023-01-01,D,300
Not a date,B,300
2023-01-02,D,400
Not a date,F,500
2023-01-04,A,100
,D,100
2023-01-02,A,400
2023-01-04,F,200
,,not a number
2023-01-02,F,500
2023-01-03,C,200
2023-01-01,A,400
2023-01-01,E,400
2023-01-04,D,200
,,300
2023-01-01,F,400
,A,not a number
,,
2023-01-04,B,500
2023-01-04,C,200
2023-01-04,B,300
2023-01-01,F,200
2023-01-04,B,300
2023-01-01,B,300
2023-01-04,C,not a number
Not a date,C,500
,C,400
2023-01-04,,300
2023-01-02,C,400
,B,500
,E,400
2023-01-04,E,not a number
2023-01-03,C,not a number
2023-01-04,,100
,D,not a number
2023-01-02,A,300
,F,500
2023-01-02,,not a number
2023-01-01,D,200
Not a date,F,500
,D,300
2023-01-04,D,500
2023-01-01,E,not a number
Not a date,A,200
2023-01-04,D,100
2023-01-03,C,300
2023-01-04,F,
2023-01-02,,300
2023-01-02,E,500
2023-01-03,F,
2023-01-01,C,
Not a date,C,400
2023-01-04,D,
2023-01-02,C,400
2023-01-01,A,
2023-01-03,C,200
,D,100
2023-01-02,F,100
2023-01-03,C,
2023-01-04,E,500
Not a date,,500
2023-01-02,E,400
2023-01-02,E,not a number
2023-01-04,F,100
,B,not a number
2023-01-01,,100
Not a date,E,not a number
2023-01-02,E,not a number
Not a date,B,100
2023-01-02,F,200
Not a date,,200
2023-01-03,E,500
2023-01-02,D,not a number
Not a date,F,not a number
2023-01-01,,not a number
2023-01-03,E,not a number
2023-01-03,E,not a number
2023-01-01,B,400
Not a date,,300
2023-01-04,D,not a number
2023-01-01,F,400
Not a date,C,200
2023-01-01,A,not a number
2023-01-01,D,200
2023-01-02,C,500
Not a date,D,300
2023-01-04,,100
2023-01-02,C,300
2023-01-01,,not a number
,C,not a number
2023-01-01,D,300
2023-01-01,B,300
Not a date,D,500
Not a date,,
2023-01-02,D,200
2023-01-04,C,100
2023-01-02,A,
2023-01-03,C,300
2023-01-01,E,100
,D,300
2023-01-01,F,200
2023-01-01,D,100
2023-01-02,B,
,,400
,F,200
,C,
2023-01-02,B,100
2023-01-01,D,300
2023-01-02,C,
Not a date,C,300
Not a date,E,200
2023-01-02,E,200
,A,
2023-01-01,E,300
2023-01-02,,100
2023-01-02,F,
2023-01-02,C,400
2023-01-03,E,500
Not a date,A,200
,D,300
2023-01-04,F,100
,E,200
2023-01-04,C,100
2023-01-03,D,200
2023-01-02,,300
2023-01-03,C,100
2023-01-03,D,300
2023-01-01,,100
Not a date,,200
2023-01-04,F,500
2023-01-02,C,500
2023-01-04,E,
,E,400
2023-01-04,A,400
,D,
Not a date,A,
,B,not a number
2023-01-04,E,300
2023-01-04,D,100
,F,400
2023-01-03,A,200
Not a date,F,
2023-01-01,F,500
2023-01-02,F,100
2023-01-04,A,not a number
2023-01-02,B,500
2023-01-01,,
2023-01-02,,100
2023-01-01,A,
,,400
2023-01-03,C,400
2023-01-04,,300
2023-01-01,E,not a number
2023-01-02,A,100
2023-01-04,,not a number
2023-01-03,A,200
,B,not a number
2023-01-04,C,
2023-01-01,A,
2023-01-03,E,400
2023-01-02,,300
2023-01-03,E,
2023-01-03,,400
Not a date,A,500
2023-01-03,F,400
2023-01-03,,100
2023-01-04,F,300
2023-01-02,C,
2023-01-04,E,100
2023-01-04,F,200
2023-01-01,E,200
2023-01-04,,400
Not a date,,300
Not a date,C,not a number
2023-01-01,,300
,C,300
2023-01-02,F,300
2023-01-02,,400
2023-01-04,A,100
2023-01-04,D,400
,B,not a number
2023-01-04,D,100
2023-01-02,D,not a number
2023-01-03,E,500
Not a date,C,500
2023-01-03,E,
2023-01-03,F,
2023-01-02,B,100
2023-01-03,F,400
,A,not a number
2023-01-01,B,not a number
2023-01-04,E,
2023-01-01,,
Not a date,,200
2023-01-04,E,not a number
2023-01-03,F,400
Not a date,E,200
2023-01-04,E,400
,D,300
,A,not a number
,,300
,D,500
2023-01-03,E,500
2023-01-01,C,100
2023-01-04,D,not a number
2023-01-03,E,
,,200
2023-01-01,E,300
Not a date,A,400
Not a date,F,not a number
Not a date,B,100
,D,400
Not a date,D,300
2023-01-02,D,not a number
2023-01-04,E,
2023-01-04,A,300
,E,not a number
2023-01-02,E,not a number
2023-01-03,F,300
2023-01-03,C,300
Not a date,A,400
2023-01-01,D,100
2023-01-03,B,300
2023-01-01,D,500
2023-01-04,E,100
2023-01-01,A,500
2023-01-04,,400
2023-01-02,A,300
2023-01-02,A,100
,C,
,D,300
Not a date,C,not a number
2023-01-03,,300
Not a date,,
2023-01-04,F,100
Not a date,B,300
2023-01-01,F,300
2023-01-04,E,200
,C,200
2023-01-02,C,100
,F,100
2023-01-03,E,not a number
2023-01-04,A,not a number
2023-01-04,E,300
2023-01-01,D,500
2023-01-03,F,100
2023-01-02,E,
2023-01-04,A,300
2023-01-04,E,500
2023-01-01,C,200
Not a date,B,not a number
2023-01-02,C,
,,100
2023-01-03,B,300
2023-01-04,,200
2023-01-04,E,400
,D,200
2023-01-02,E,300
Not a date,A,not a number
2023-01-04,E,500
2023-01-02,B,
,C,
2023-01-01,D,400
Not a date,,
2023-01-03,E,400
2023-01-04,E,not a number
2023-01-02,C,400
2023-01-01,D,100
2023-01-03,F,300
2023-01-02,,
2023-01-02,E,400
2023-01-03,E,200
2023-01-01,F,500
,,300
2023-01-01,B,not a number
Not a date,B,
2023-01-04,A,200
2023-01-03,C,100
,D,400
2023-01-03,E,200
2023-01-03,,300
2023-01-01,E,
2023-01-04,A,200
Not a date,,100
2023-01-02,,500
2023-01-02,E,400
2023-01-03,C,300
2023-01-04,A,
,C,400
2023-01-01,A,400
2023-01-04,E,not a number
2023-01-04,A,400
2023-01-01,B,200
2023-01-03,,200
2023-01-04,D,500
2023-01-02,E,100
2023-01-01,F,
,D,
Not a date,E,300
2023-01-03,D,200
2023-01-01,B,400
Not a date,D,100
Not a date,A,300
,D,
2023-01-04,E,300
,F,300
2023-01-04,F,
2023-01-04,C,300
2023-01-01,,500
2023-01-01,D,300
2023-01-03,F,100
2023-01-04,D,200
Not a date,,100
2023-01-02,F,400
2023-01-03,,not a number
2023-01-01,D,500
,E,500
2023-01-03,D,400
2023-01-03,,
2023-01-03,E,100
2023-01-03,E,100
2023-01-02,C,400
,F,
,A,not a number
,E,300
2023-01-04,,
Not a date,F,300
,B,200
2023-01-03,D,100
2023-01-03,,100
,B,400
,,400
2023-01-03,D,300
2023-01-04,C,
2023-01-01,,100
2023-01-01,E,100
,A,500
2023-01-02,E,200
,D,200
,,300
2023-01-01,A,not a number
2023-01-03,E,
,A,100
2023-01-03,D,500
2023-01-03,C,
2023-01-02,C,100
2023-01-03,,400
2023-01-01,E,
2023-01-04,B,300
2023-01-04,D,
Not a date,E,not a number
,E,
2023-01-01,C,
2023-01-03,,
2023-01-04,A,200
2023-01-01,D,100
2023-01-04,A,not a number
2023-01-03,F,300
2023-01-04,F,200
,D,100
,,500
Not a date,B,300
Not a date,F,100
2023-01-04,C,200
2023-01-01,B,200
,E,500
2023-01-01,F,300
2023-01-01,C,300
2023-01-04,E,not a number
2023-01-01,B,100
,D,not a number
2023-01-03,E,200
Not a date,A,200
2023-01-03,D,
2023-01-01,D,500
2023-01-03,B,500
,B,300
,C,not a number
2023-01-01,C,200
2023-01-04,A,
2023-01-03,D,100
2023-01-04,,
2023-01-04,A,400
2023-01-02,A,100
2023-01-01,,500
Not a date,,100
,,200
,B,not a number
2023-01-01,A,
Not a date,A,300
,E,not a number
2023-01-01,,400
,,300
2023-01-04,C,400
2023-01-03,C,400
2023-01-03,D,200
,C,200
2023-01-02,F,500
Not a date,D,500
Not a date,,400
Not a date,E,not a number
2023-01-04,C,500
Not a date,E,200
2023-01-03,C,500
2023-01-04,C,400
2023-01-01,E,
Not a date,A,300
Not a date,A,not a number
2023-01-01,A,not a number
Not a date,F,100
2023-01-01,A,500
2023-01-04,C,not a number
2023-01-03,,
2023-01-01,B,
2023-01-02,E,200
2023-01-01,,300
Not a date,B,200
2023-01-04,,500
,F,400
2023-01-04,B,
,D,
2023-01-01,A,100
2023-01-03,F,100
2023-01-02,,
2023-01-04,C,300
Not a date,A,not a number
,A,not a number
Not a date,B,
2023-01-03,D,not a number
,A,100
2023-01-04,,400
2023-01-01,,not a number
Not a date,E,200
2023-01-03,E,
2023-01-04,A,not a number
2023-01-04,B,400
2023-01-04,B,
2023-01-04,C,300
,F,300
2023-01-04,F,100
Not a date,F,400
2023-01-03,D,200
,B,400
2023-01-04,C,200
2023-01-02,E,200
2023-01-02,,400
2023-01-03,F,
2023-01-01,E,500
2023-01-01,E,400
,A,
,D,200
,C,
2023-01-01,D,
2023-01-02,A,not a number
2023-01-01,C,300
Not a date,C,300
2023-01-04,B,100
,D,300
2023-01-02,D,500
2023-01-03,B,200
2023-01-03,E,400
2023-01-04,A,400
2023-01-02,D,500
2023-01-01,B,300
2023-01-01,,200
Not a date,C,300
Not a date,F,
2023-01-01,,100
2023-01-03,B,300
,F,100
2023-01-03,E,400
Not a date,A,200
2023-01-04,F,not a number
2023-01-01,E,
Not a date,F,100
Not a date,C,300
,C,
2023-01-01,C,300
,C,
2023-01-01,B,400
,C,500
2023-01-03,,
2023-01-04,C,not a number
2023-01-04,,500
2023-01-01,B,300
2023-01-02,C,500
Not a date,E,
Not a date,E,not a number
2023-01-01,D,not a number
,E,200
2023-01-02,A,500
2023-01-03,A,200
,A,300
,B,300
2023-01-01,E,300
2023-01-01,,400
Not a date,A,500
2023-01-01,D,100
2023-01-01,B,not a number
2023-01-01,D,100
Not a date,E,300
2023-01-03,C,
2023-01-03,D,
2023-01-01,C,500
Not a date,B,
2023-01-03,D,200
,D,100
2023-01-03,F,
2023-01-03,B,300
Not a date,B,100
,A,100
Not a date,E,not a number
2023-01-01,D,100
2023-01-04,D,300
2023-01-03,,not a number
2023-01-04,B,300
Not a date,B,400
Not a date,E,
Not a date,B,400
2023-01-04,C,
Not a date,C,400
2023-01-01,F,100
Not a date,C,500
2023-01-02,C,300
2023-01-04,E,400
2023-01-02,D,500
Not a date,C,400
2023-01-01,F,
2023-01-03,B,400
,C,500
,F,400
Not a date,E,100
2023-01-01,,100
2023-01-04,,not a number
2023-01-02,,100
2023-01-02,B,200
2023-01-02,F,not a number
2023-01-04,C,400
,D,200
2023-01-01,B,300
2023-01-04,B,500
2023-01-02,,300
Not a date,D,200
2023-01-03,,100
2023-01-04,B,
2023-01-04,C,400
2023-01-01,,not a number
2023-01-01,,
2023-01-04,,
2023-01-02,B,400
2023-01-03,C,100
2023-01-01,D,400
2023-01-02,A,500
Not a date,D,
2023-01-01,C,500
2023-01-02,E,500
2023-01-02,,300
2023-01-03,D,100
2023-01-03,E,500
Not a date,E,200
2023-01-02,C,500
,C,not a number
2023-01-02,,300
2023-01-03,A,200
,F,
2023-01-01,B,100
2023-01-01,D,100
2023-01-04,C,not a number
2023-01-03,D,
2023-01-04,F,500
,F,200
2023-01-03,,not a number
Not a date,E,200
2023-01-02,,500
Not a date,B,
,A,500
2023-01-03,D,400
,B,400
2023-01-02,A,500
2023-01-01,D,300
2023-01-01,B,not a number
,C,400
2023-01-04,D,500
2023-01-03,B,200
2023-01-03,F,not a number
2023-01-01,A,
Not a date,B,400
2023-01-02,C,
Not a date,,300
Not a date,D,not a number
,D,not a number
2023-01-01,D,100
2023-01-01,C,200
2023-01-01,A,300
,D,300
2023-01-04,A,
Not a date,B,300
,F,200
2023-01-03,F,300
2023-01-02,A,100
2023-01-04,A,400
2023-01-03,F,200
Not a date,D,300
2023-01-01,E,500
Not a date,E,400
,C,
2023-01-02,,not a number
,F,200
2023-01-04,F,500
2023-01-04,C,not a number
2023-01-02,E,500
2023-01-03,B,300
2023-01-03,D,200
2023-01-04,D,
2023-01-04,B,300
2023-01-01,B,not a number
2023-01-03,E,
2023-01-02,C,100
2023-01-03,B,500
2023-01-01,C,100
,,not a number
2023-01-04,A,300
2023-01-04,D,
2023-01-01,E,
2023-01-02,D,
2023-01-04,E,400
Not a date,A,500
2023-01-04,D,400
Not a date,A,200
2023-01-01,E,500
2023-01-01,B,100
2023-01-04,,400
2023-01-03,D,not a number
Not a date,A,200
2023-01-02,F,500
2023-01-04,D,
2023-01-02,D,not a number
2023-01-04,D,200
2023-01-03,C,100
2023-01-03,A,
2023-01-03,A,not a number
,D,500
2023-01-03,B,200
2023-01-01,D,300
2023-01-01,C,500
,E,500
Not a date,C,
2023-01-02,B,500
2023-01-04,D,
2023-01-04,A,500
,,300
2023-01-01,F,not a number
2023-01-04,D,not a number
2023-01-01,B,not a number
Not a date,A,100
2023-01-02,C,300
Not a date,E,300
,E,200
2023-01-03,,400
2023-01-03,D,not a number
2023-01-03,C,400
Not a date,,200
2023-01-04,F,300
2023-01-02,F,200
2023-01-03,,500
,B,200
,E,200
2023-01-03,C,
2023-01-03,D,500
2023-01-02,A,
2023-01-03,D,400
2023-01-02,D,500
,C,100
2023-01-03,E,200
Not a date,C,200
Not a date,A,
,,400
2023-01-02,C,
Not a date,B,300
2023-01-02,D,500
Not a date,E,300
Not a date,F,100
2023-01-02,A,500
2023-01-04,F,100
Not a date,D,100
2023-01-03,C,100
,F,not a number
2023-01-04,B,500
2023-01-02,C,500
2023-01-04,D,not a number
2023-01-01,F,400
2023-01-01,,not a number
Not a date,A,200
Not a date,F,300
2023-01-03,,300
,,100
2023-01-04,F,500
2023-01-01,E,500
Not a date,F,100
,D,200
2023-01-04,,300
Not a date,A,not a number
Not a date,D,400
2023-01-01,B,
2023-01-01,C,200
Not a date,F,500
2023-01-02,E,
Not a date,A,100
,E,300
Not a date,E,
2023-01-03,E,100
2023-01-03,F,500
2023-01-03,A,100
2023-01-02,A,not a number
2023-01-02,,
Not a date,E,
2023-01-03,,300
2023-01-02,,100
2023-01-01,C,300
Not a date,F,
,F,100
2023-01-04,D,100
Not a date,,300
2023-01-04,F,not a number
2023-01-03,E,100
2023-01-04,B,not a number
2023-01-03,E,200
2023-01-01,A,400
2023-01-04,F,200
Not a date,F,400
2023-01-03,D,200
Not a date,,400
2023-01-02,B,100
2023-01-03,F,300
2023-01-04,D,300
2023-01-03,D,500
Not a date,B,400
2023-01-01,E,500
2023-01-03,E,not a number
2023-01-04,E,not a number
2023-01-02,C,500
,,400
2023-01-01,,300
2023-01-02,E,400
2023-01-03,B,not a number
Not a date,C,100
Not a date,,500
2023-01-04,E,500
Not a date,C,not a number
2023-01-01,B,400
Not a date,E,500
2023-01-04,A,300
,F,500
2023-01-03,B,400
2023-01-03,D,not a number
Not a date,D,300
2023-01-02,B,300
2023-01-03,D,500
,,400
Not a date,B,500
2023-01-04,A,
,B,100
Not a date,E,not a number
,E,
2023-01-03,C,100
2023-01-04,D,300
Not a date,F,500
2023-01-01,D,100
2023-01-04,,200
2023-01-01,B,100
,F,500
2023-01-02,F,500
2023-01-04,D,not a number
,F,100
2023-01-01,F,500
2023-01-03,E,500
2023-01-03,A,
2023-01-02,B,not a number
2023-01-04,D,
2023-01-04,E,not a number
2023-01-04,,not a number
,,
2023-01-02,C,not a number
2023-01-04,F,200
,F,300
2023-01-03,D,500
2023-01-01,A,400
,A,not a number
2023-01-03,D,300
2023-01-03,D,not a number
2023-01-01,E,300
2023-01-03,,400
2023-01-02,D,100
2023-01-01,,200
2023-01-03,C,500
Not a date,,100
,E,
2023-01-03,F,400
2023-01-02,F,200
2023-01-04,,200
2023-01-03,F,200
2023-01-04,F,400
Not a date,B,not a number
2023-01-03,C,not a number
2023-01-01,E,
2023-01-04,E,not a number
Not a date,F,100
2023-01-01,A,500
2023-01-01,E,200
2023-01-01,C,
2023-01-01,D,
2023-01-03,C,200
,F,100
2023-01-03,F,not a number
2023-01-03,B,200
Not a date,,200
Not a date,E,400
,,300
Not a date,,
2023-01-02,E,100
,E,100
Not a date,F,not a number
,E,100
2023-01-03,A,not a number
2023-01-03,A,400
,D,400
2023-01-02,E,500
2023-01-02,B,not a number
,D,
Not a date,F,400
2023-01-04,E,not a number
2023-01-02,A,
2023-01-01,B,
2023-01-03,D,100
,B,500
2023-01-01,E,300
,C,200
2023-01-03,B,200
2023-01-03,B,500
2023-01-02,F,not a number
2023-01-02,A,not a number
2023-01-01,E,not a number
,B,300
2023-01-03,E,
2023-01-01,A,200
2023-01-04,F,500
2023-01-01,E,not a number
Not a date,,400
2023-01-01,A,100
Not a date,A,300
Not a date,D,not a number
Not a date,F,200
2023-01-04,F,100
2023-01-01,,500
2023-01-01,E,not a number
2023-01-04,C,200
2023-01-03,,100
2023-01-02,D,400
2023-01-01,F,300
2023-01-02,A,500
,F,200
,,
2023-01-04,C,400
,B,300
,B,300
2023-01-03,F,
2023-01-03,F,400
2023-01-03,D,200
,F,300
2023-01-04,C,500
Not a date,F,100
Not a date,E,500
2023-01-02,,not a number
Not a date,C,300
Not a date,D,100
2023-01-03,E,400
2023-01-03,E,100
,,100
2023-01-02,B,
2023-01-01,C,100
2023-01-02,,300
2023-01-02,E,
2023-01-04,D,
,,not a number
2023-01-04,B,not a number
2023-01-02,E,
2023-01-02,,
2023-01-02,C,200
Not a date,B,not a number
2023-01-04,C,300
2023-01-02,C,200
2023-01-03,C,400
,,400
,B,400
2023-01-03,,400
,,400
Not a date,,500
Not a date,E,
2023-01-01,F,300
2023-01-01,A,200
2023-01-01,E,400
,B,500
Not a date,A,not a number
Not a date,A,500
Not a date,A,500
2023-01-03,F,300
Not a date,,400
2023-01-03,D,500
2023-01-01,B,
2023-01-01,F,500
,F,400
2023-01-01,D,300
,A,500
2023-01-02,,200
2023-01-02,D,100
2023-01-04,D,not a number
,F,100
2023-01-04,B,100
2023-01-04,C,300
2023-01-02,,500
,D,100
2023-01-02,,100
2023-01-04,D,not a number
,A,400
2023-01-04,,
Not a date,A,
,F,500
,A,500
2023-01-04,,not a number
Not a date,E,400
2023-01-03,,500
2023-01-02,D,
2023-01-04,A,
,B,200
2023-01-02,E,not a number
2023-01-02,F,300
2023-01-02,C,400
2023-01-03,D,not a number
2023-01-01,D,100
2023-01-04,B,500
2023-01-01,C,200
2023-01-01,C,
2023-01-01,F,200
2023-01-02,F,300
Not a date,E,not a number
2023-01-02,D,200
2023-01-02,A,not a number
,F,500
,B,500
2023-01-01,B,
2023-01-02,B,200
2023-01-01,,500
,F,not a number
Not a date,F,
2023-01-04,B,500
2023-01-01,F,
Not a date,,100
2023-01-04,A,not a number
2023-01-03,A,
2023-01-01,E,400
2023-01-01,D,500
2023-01-03,A,500
2023-01-03,E,not a number
2023-01-01,C,300
2023-01-03,D,400
2023-01-02,A,
2023-01-04,,400
2023-01-04,C,
2023-01-04,E,400
2023-01-02,A,200
2023-01-03,A,100
Not a date,F,100
2023-01-03,C,300
2023-01-01,A,400
,B,400
2023-01-04,,500
2023-01-03,F,
Not a date,F,not a number
2023-01-01,A,200
2023-01-02,,200
2023-01-02,F,300
Not a date,D,100
2023-01-01,C,400
2023-01-04,D,not a number
2023-01-03,E,300
2023-01-01,D,
2023-01-02,,200
Not a date,B,200
Not a date,F,200
2023-01-03,,400
Not a date,F,400
Not a date,B,400
2023-01-01,F,500
2023-01-04,D,100
2023-01-03,E,
2023-01-01,A,200
2023-01-04,B,200
2023-01-01,D,500
,,200
2023-01-01,D,
Not a date,D,200
2023-01-04,A,400
2023-01-03,C,400
2023-01-03,F,100
2023-01-04,F,
Not a date,,
2023-01-02,E,200
2023-01-01,,300
Not a date,C,200
,F,200
2023-01-04,E,100
2023-01-01,,300
2023-01-03,E,200
2023-01-02,D,not a number
,B,not a number
2023-01-03,D,
2023-01-04,A,
2023-01-01,F,300
2023-01-04,E,not a number
2023-01-01,,400
Not a date,B,400
2023-01-02,,300
Not a date,F,200
Not a date,E,
2023-01-04,E,300
2023-01-02,D,not a number
2023-01-01,B,300
2023-01-01,B,not a number
,F,
2023-01-03,E,400
,B,300
,B,
2023-01-01,,
2023-01-04,F,500
Not a date,D,not a number
Not a date,,500
Not a date,,400
2023-01-02,C,
2023-01-01,A,
2023-01-04,C,200
2023-01-02,B,not a number
2023-01-03,E,200
2023-01-04,A,400
,A,200
2023-01-04,E,
2023-01-04,A,not a number
Not a date,E,100
2023-01-04,A,not a number
,,not a number
,F,500
2023-01-01,F,100
2023-01-04,C,100
Not a date,,100
2023-01-04,A,not a number
2023-01-03,D,400
2023-01-03,E,100
Not a date,,300
2023-01-01,A,200
2023-01-01,F,400
,F,300
,E,not a number
2023-01-02,D,not a number
Not a date,A,300
2023-01-04,A,500
Not a date,D,500
2023-01-02,D,300
,D,500
Not a date,F,200
Not a date,E,200
,,not a number
2023-01-02,D,500
,E,100
2023-01-01,C,300
2023-01-04,A,200
,A,
2023-01-02,B,500
2023-01-03,C,
2023-01-01,,500
2023-01-03,D,200
,D,200
2023-01-01,,100
2023-01-04,F,500
,C,500
2023-01-04,D,400
Not a date,B,not a number
2023-01-03,E,100
2023-01-01,A,200
2023-01-04,C,
2023-01-02,A,200
2023-01-04,E,300
2023-01-02,C,not a number
,E,200
2023-01-01,D,500
2023-01-04,,200
2023-01-04,D,500
2023-01-01,,500
2023-01-04,D,100
2023-01-02,E,200
2023-01-04,E,100
2023-01-03,E,
,A,
Not a date,E,not a number
2023-01-02,D,500
2023-01-03,B,
,E,not a number
2023-01-01,B,200
2023-01-02,,not a number
Not a date,D,not a number
,E,200
Not a date,A,100
2023-01-01,A,100
2023-01-01,,500
2023-01-02,B,500
2023-01-04,F,200
2023-01-01,A,200
,A,400
2023-01-04,A,400
2023-01-03,D,300
Not a date,A,
2023-01-04,C,500
Not a date,E,not a number
2023-01-04,,
2023-01-03,A,300
2023-01-01,F,
2023-01-03,F,300
2023-01-01,A,100
2023-01-01,A,not a number
Not a date,C,100
,A,400
2023-01-03,A,300
2023-01-04,E,
2023-01-03,F,400
Not a date,C,not a number
2023-01-01,F,not a number
Not a date,C,500
2023-01-02,F,200
2023-01-02,A,100
2023-01-04,F,500
Not a date,F,
2023-01-04,C,500
2023-01-04,,
2023-01-02,B,100
2023-01-04,C,100
2023-01-02,C,not a number
2023-01-01,C,not a number
Not a date,D,300
2023-01-04,,400
2023-01-02,D,not a number
2023-01-03,D,500
2023-01-04,C,300
,B,
2023-01-01,C,300
2023-01-01,A,500
2023-01-03,B,not a number
2023-01-02,D,
2023-01-04,F,500
2023-01-02,F,200
2023-01-01,,not a number
2023-01-02,E,400
2023-01-01,,
2023-01-02,B,500
2023-01-03,D,not a number
Not a date,B,100
2023-01-03,B,200
2023-01-03,F,
Not a date,C,
Not a date,A,400
2023-01-04,E,not a number
2023-01-04,D,100
2023-01-03,B,not a number
2023-01-03,E,100
2023-01-01,B,400
2023-01-01,F,200
2023-01-04,A,
,F,100
,E,300
2023-01-04,D,400
2023-01-01,B,400
2023-01-01,A,500
,F,200
2023-01-02,E,300
2023-01-02,F,300
2023-01-01,B,500
2023-01-02,B,100
Not a date,D,100
2023-01-04,A,300
2023-01-04,C,200
2023-01-01,F,100
2023-01-03,B,400
,E,not a number
2023-01-01,F,500
2023-01-02,D,200
,D,100
2023-01-03,B,not a number
2023-01-02,B,300
Not a date,B,500
2023-01-02,,100
Not a date,C,300
,B,100
Not a date,F,500
,F,400
,,
,,400
,A,
,E,not a number
2023-01-02,B,300
,F,
2023-01-02,,400
,F,500
Not a date,F,300
,,100
2023-01-03,C,
,,
,,200
Not a date,E,
2023-01-04,,
Not a date,D,100
2023-01-03,,500
2023-01-04,F,not a number
2023-01-01,B,300
2023-01-01,F,100
2023-01-03,E,300
Not a date,D,400
2023-01-02,,200
2023-01-03,C,500
2023-01-04,A,100
2023-01-04,,200
,B,
2023-01-01,A,500
2023-01-04,C,500
2023-01-03,E,not a number
2023-01-04,E,400
2023-01-03,C,not a number
2023-01-02,F,not a number
,C,300
2023-01-01,,300
2023-01-04,B,
2023-01-03,D,200
Not a date,,400
2023-01-01,,500
2023-01-02,,
2023-01-03,A,400
,A,400
,E,200
2023-01-02,,300
2023-01-02,F,400
,E,400
2023-01-04,B,400
2023-01-04,C,100
2023-01-03,A,400
Not a date,,400
2023-01-03,B,500
Not a date,E,not a number
2023-01-02,E,100
2023-01-01,A,400
2023-01-03,E,not a number
2023-01-03,F,400
Not a date,E,200
2023-01-02,D,200
2023-01-02,C,not a number
Not a date,E,100
2023-01-02,D,500
,B,100
2023-01-04,E,100
,F,200
2023-01-01,B,200
2023-01-03,,500
2023-01-01,E,
2023-01-03,A,
2023-01-04,D,
2023-01-02,D,400
,A,500
Not a date,C,400
,,not a number
2023-01-04,F,not a number
2023-01-01,D,300
Not a date,B,
2023-01-02,F,200
2023-01-04,D,300
Not a date,,300
2023-01-04,C,200
2023-01-04,,300
2023-01-02,B,
2023-01-03,,100
Not a date,F,400
2023-01-02,B,
2023-01-04,A,500
2023-01-02,E,200
2023-01-03,A,100
,F,not a number
Not a date,E,500
2023-01-03,A,500
2023-01-01,E,500
Not a date,D,300
2023-01-03,,300
2023-01-04,B,300
Not a date,E,
Not a date,D,300
2023-01-02,,100
2023-01-04,,300
2023-01-01,C,200
,A,500
2023-01-03,C,100
2023-01-02,F,not a number
2023-01-03,D,300
2023-01-01,C,not a number
2023-01-01,C,500
Not a date,,100
2023-01-01,D,500
2023-01-03,,not a number
2023-01-04,B,
2023-01-04,E,100
Not a date,F,400
,F,
2023-01-03,A,100
2023-01-03,,300
2023-01-01,E,not a number
2023-01-03,A,500
2023-01-02,F,500
,E,500
2023-01-01,C,200
2023-01-02,B,200
Not a date,C,300
2023-01-04,B,400
Not a date,,200
2023-01-04,D,100
Not a date,A,
2023-01-03,A,not a number
2023-01-02,D,300
2023-01-04,E,
2023-01-01,D,400
2023-01-02,,
2023-01-01,F,100
2023-01-02,D,500
2023-01-02,B,200
Not a date,F,100
2023-01-04,D,400
2023-01-04,A,300
